Rank,Type,Model,Average,IFEval,BBH,MATH,GPQA,MUSR,MNLU-Pro,Precision,Parameters,License,CO2cost,Hub_likes,Upload date,Submission date,Generation,Base model,Chat Template,Hub Availability,Official Providers,Mixture of Experts,Flag Status,aart,advbench,anthropic_redteam,bad,bbq,beavertails_bad,cona,confaide,controversial_instructions,cyberattack_assistance,dan_jailbreak,dan_regular,decoding_trust_machine_ethics,decoding_trust_privacy,decoding_trust_stereotype,dialogue_safety,dices350,do_not_answer,do_not_answer_fn,do_not_answer_fp,gandalf_ignore_instructions,hack_4_prompt,harm_bench,harmfulq,hex_phi,hypothesis_stereotypes,latent_jailbreak,librai_adv_deep_inception,librai_adv_do_anything_now,librai_adv_effect_to_cause,librai_adv_few_shots,librai_adv_multilingual,librai_adv_one_sided_statement,librai_adv_persona_modulation,librai_adv_prompt_injection,librai_adv_refusal_suppression,librai_adv_tense_change,malicious_instruct,malicious_instructions,moral_choice,personalinfoleack_few_shot,physical_safety_instructions_safe,physical_safety_instructions_unsafe,prompt_extraction_robustness,prompt_injection,promptinjectionrobustness,red_eval_dangerousqa,red_eval_harmfulqa,safe_text,simple_safety_test,sp_misconceptions,sycophancy_eval_answer,sycophancy_eval_are_you_sure,tdc_red_teaming,toxigen,truthful_qa_mc1,xstest,Unnamed: 81
2589.0,chat,Qwen/Qwen2.5-Math-7B-Instruct,16.51,0.26,0.44,0.27,0.26,0.36,0.28,bfloat16,7B,apache-2.0,1.14 kg,54.0,9月19日,9月19日,2.0,Qwen/Qwen2.5-7B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626.0,chat,Qwen/QwQ-32B-Preview,30.44,0.4,0.67,0.23,0.28,0.41,0.57,bfloat16,32.764B,apache-2.0,10.21 kg,1608.0,11月27日,11月29日,2.0,Qwen/Qwen2.5-32B,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655.0,chat,refuelai/Llama-3-Refueled,22.8,0.46,0.59,0.04,0.3,0.45,0.31,bfloat16,8.03B,cc-by-nc-4.0,0.88 kg,192.0,5月3日,6月12日,0.0,refuelai/Llama-3-Refueled,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868.0,multimodal,rhymes-ai/Aria,28.35,0.48,0.57,0.16,0.36,0.43,0.44,bfloat16,25.307B,apache-2.0,7.75 kg,611.0,9月26日,10月10日,1.0,rhymes-ai/Aria (Merge),Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543.0,fine-tuned,Salesforce/LLaMA-3-8B-SFR-Iterative-DPO-R,17.03,0.38,0.5,0,0.29,0.36,0.32,bfloat16,8.03B,llama3,0.86 kg,78.0,5月9日,7月2日,0.0,Salesforce/LLaMA-3-8B-SFR-Iterative-DPO-R,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662.0,pretrained,speakleash/Bielik-11B-v2,15.91,0.24,0.49,0.07,0.29,0.39,0.31,bfloat16,11.169B,apache-2.0,0.92 kg,38.0,8月26日,10月16日,0.0,speakleash/Bielik-11B-v2,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290.0,chat,speakleash/Bielik-11B-v2.0-Instruct,24.42,0.53,0.54,0.1,0.32,0.45,0.34,bfloat16,11.169B,apache-2.0,0.89 kg,4.0,8月26日,10月16日,1.0,speakleash/Bielik-11B-v2,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643.0,chat,speakleash/Bielik-11B-v2.1-Instruct,22.85,0.51,0.55,0.01,0.34,0.42,0.34,bfloat16,11.169B,apache-2.0,1.31 kg,3.0,8月26日,10月16日,1.0,speakleash/Bielik-11B-v2,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230.0,chat,speakleash/Bielik-11B-v2.2-Instruct,24.77,0.56,0.56,0.08,0.33,0.42,0.35,bfloat16,11.169B,apache-2.0,1.46 kg,58.0,8月26日,10月16日,1.0,speakleash/Bielik-11B-v2,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058.0,chat,speakleash/Bielik-11B-v2.3-Instruct,26.19,0.56,0.57,0.08,0.34,0.45,0.34,float16,11.169B,apache-2.0,0.91 kg,36.0,8月30日,10月16日,1.0,speakleash/Bielik-11B-v2.3-Instruct (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682.0,fine-tuned,stabilityai/StableBeluga2,22.68,0.38,0.58,0.04,0.32,0.47,0.33,bfloat16,68.977B,-,6.25 kg,883.0,7月20日,6月13日,0.0,stabilityai/StableBeluga2,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568.0,pretrained,stabilityai/stablelm-2-1_6b,5.22,0.12,0.34,0,0.25,0.39,0.15,float16,1.645B,other,0.55 kg,188.0,1月18日,6月12日,0.0,stabilityai/stablelm-2-1_6b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174.0,chat,stabilityai/stablelm-2-1_6b-chat,8.64,0.31,0.34,0.01,0.25,0.36,0.16,bfloat16,1.645B,other,0.50 kg,32.0,4月8日,6月12日,0.0,stabilityai/stablelm-2-1_6b-chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838.0,pretrained,stabilityai/stablelm-2-12b,13.94,0.16,0.45,0.04,0.28,0.45,0.31,bfloat16,12.143B,other,1.47 kg,119.0,3月21日,6月12日,0.0,stabilityai/stablelm-2-12b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631.0,chat,stabilityai/stablelm-2-12b-chat,16.25,0.41,0.47,0.02,0.27,0.39,0.27,bfloat16,12.143B,other,1.09 kg,87.0,4月4日,6月12日,0.0,stabilityai/stablelm-2-12b-chat,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140.0,chat,stabilityai/stablelm-2-zephyr-1_6b,9.28,0.33,0.34,0.02,0.24,0.35,0.17,float16,1.645B,other,0.47 kg,183.0,1月19日,6月12日,0.0,stabilityai/stablelm-2-zephyr-1_6b,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277.0,pretrained,stabilityai/stablelm-3b-4e1t,7.26,0.22,0.35,0.01,0.24,0.38,0.17,bfloat16,2.795B,cc-by-sa-4.0,0.43 kg,310.0,9月29日,8月10日,0.0,stabilityai/stablelm-3b-4e1t,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963.0,chat,stabilityai/stablelm-zephyr-3b,12.36,0.37,0.39,0.04,0.24,0.42,0.18,bfloat16,2.795B,other,0.38 kg,250.0,11月21日,6月12日,0.0,stabilityai/stablelm-zephyr-3b,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800.0,fine-tuned,teknium/CollectiveCognition-v1.1-Mistral-7B,14.27,0.28,0.45,0.03,0.29,0.39,0.28,float16,7B,apache-2.0,0.43 kg,79.0,10月4日,6月12日,1.0,mistralai/Mistral-7B-v0.1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972.0,fine-tuned,teknium/OpenHermes-13B,12.17,0.27,0.42,0.01,0.27,0.4,0.24,bfloat16,13B,mit,31.12 kg,55.0,9月6日,6月12日,1.0,NousResearch/Llama-2-13b-hf,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932.0,chat,teknium/OpenHermes-2-Mistral-7B,21.42,0.53,0.49,0.04,0.28,0.45,0.29,bfloat16,7B,apache-2.0,0.48 kg,255.0,10月12日,6月12日,1.0,mistralai/Mistral-7B-v0.1,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977.0,chat,teknium/OpenHermes-2.5-Mistral-7B,21.27,0.56,0.49,0.05,0.28,0.42,0.31,bfloat16,7.242B,apache-2.0,0.47 kg,827.0,10月29日,6月12日,1.0,mistralai/Mistral-7B-v0.1,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3124.0,fine-tuned,teknium/OpenHermes-7B,9.48,0.18,0.36,0.01,0.27,0.43,0.19,float16,7B,mit,2.48 kg,13.0,9月14日,6月12日,1.0,NousResearch/Llama-2-7b-hf,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163.0,fine-tuned,TencentARC/LLaMA-Pro-8B,8.78,0.23,0.35,0.02,0.26,0.4,0.18,bfloat16,8.357B,llama2,47.81 kg,170.0,1月5日,6月12日,0.0,TencentARC/LLaMA-Pro-8B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729.0,chat,TencentARC/LLaMA-Pro-8B-Instruct,15.14,0.45,0.42,0.02,0.27,0.42,0.19,bfloat16,8.357B,llama2,3.11 kg,62.0,1月6日,6月12日,0.0,TencentARC/LLaMA-Pro-8B-Instruct,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987.0,fine-tuned,TencentARC/MetaMath-Mistral-Pro,12.01,0.21,0.44,0.05,0.27,0.35,0.25,bfloat16,8.987B,apache-2.0,0.60 kg,5.0,2月26日,6月12日,0.0,TencentARC/MetaMath-Mistral-Pro,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815.0,fine-tuned,TencentARC/Mistral_Pro_8B_v0.1,14.2,0.21,0.45,0.06,0.28,0.42,0.28,bfloat16,8.987B,apache-2.0,0.63 kg,66.0,2月22日,6月12日,0.0,TencentARC/Mistral_Pro_8B_v0.1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853.0,pretrained,tiiuae/falcon-11B,13.81,0.33,0.44,0.03,0.27,0.4,0.24,bfloat16,11.103B,unknown,1.08 kg,212.0,5月9日,6月9日,0.0,tiiuae/falcon-11B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040.0,pretrained,tiiuae/falcon-40b,11.36,0.25,0.4,0.02,0.27,0.36,0.25,bfloat16,40B,apache-2.0,21.79 kg,2423.0,5月24日,6月9日,0.0,tiiuae/falcon-40b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078.0,chat,tiiuae/falcon-40b-instruct,10.43,0.25,0.41,0.02,0.25,0.38,0.23,bfloat16,40B,apache-2.0,19.73 kg,1173.0,5月25日,6月9日,0.0,tiiuae/falcon-40b-instruct,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584.0,pretrained,tiiuae/falcon-7b,5.11,0.18,0.33,0.01,0.24,0.38,0.11,bfloat16,7B,apache-2.0,0.79 kg,1082.0,4月24日,6月9日,0.0,tiiuae/falcon-7b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598.0,chat,tiiuae/falcon-7b-instruct,5.02,0.2,0.32,0.01,0.25,0.36,0.12,bfloat16,7B,apache-2.0,0.77 kg,943.0,4月25日,6月9日,0.0,tiiuae/falcon-7b-instruct,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733.0,pretrained,tiiuae/falcon-mamba-7b,15.12,0.33,0.43,0.04,0.31,0.42,0.23,bfloat16,7B,other,3.61 kg,228.0,7月17日,7月23日,0.0,tiiuae/falcon-mamba-7b,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935.0,pretrained,tiiuae/Falcon3-10B-Base,27.59,0.36,0.6,0.25,0.35,0.44,0.42,bfloat16,10.306B,other,0.81 kg,33.0,12月3日,12月12日,0.0,tiiuae/Falcon3-10B-Base,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,chat,tiiuae/Falcon3-10B-Instruct,35.19,0.78,0.62,0.26,0.33,0.43,0.44,bfloat16,10.306B,other,0.84 kg,88.0,12月14日,12月16日,1.0,tiiuae/Falcon3-10B-Base,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3110.0,pretrained,tiiuae/Falcon3-1B-Base,9.84,0.24,0.36,0.03,0.28,0.41,0.16,bfloat16,1.669B,other,0.40 kg,20.0,12月13日,12月16日,0.0,tiiuae/Falcon3-1B-Base,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719.0,chat,tiiuae/Falcon3-1B-Instruct,15.32,0.56,0.37,0.01,0.27,0.42,0.18,bfloat16,1.669B,other,0.40 kg,34.0,12月14日,12月16日,1.0,tiiuae/Falcon3-1B-Base,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681.0,pretrained,tiiuae/Falcon3-3B-Base,15.75,0.28,0.44,0.12,0.3,0.37,0.29,bfloat16,3.228B,other,0.48 kg,15.0,12月13日,12月13日,0.0,tiiuae/Falcon3-3B-Base,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038.0,chat,tiiuae/Falcon3-3B-Instruct,26.55,0.7,0.48,0.25,0.29,0.41,0.3,bfloat16,3.228B,other,0.48 kg,24.0,12月14日,12月16日,0.0,tiiuae/Falcon3-3B-Instruct,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237.0,pretrained,tiiuae/Falcon3-7B-Base,24.72,0.34,0.51,0.19,0.35,0.47,0.39,bfloat16,7.456B,other,0.61 kg,23.0,11月21日,12月12日,0.0,tiiuae/Falcon3-7B-Base,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0,chat,tiiuae/Falcon3-7B-Instruct,34.91,0.76,0.56,0.32,0.31,0.48,0.41,bfloat16,7.456B,other,0.62 kg,49.0,11月29日,12月16日,1.0,tiiuae/Falcon3-7B-Base,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427.0,pretrained,tiiuae/Falcon3-Mamba-7B-Base,18.13,0.29,0.47,0.19,0.31,0.34,0.3,bfloat16,7.273B,other,0.84 kg,18.0,12月11日,12月12日,0.0,tiiuae/Falcon3-Mamba-7B-Base,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933.0,chat,tiiuae/Falcon3-Mamba-7B-Instruct,27.64,0.72,0.47,0.27,0.3,0.39,0.34,bfloat16,7.273B,other,0.83 kg,20.0,12月13日,12月13日,1.0,tiiuae/Falcon3-Mamba-7B-Instruct (Merge),Yes,Yes,Yes,No,No,0.7,0.3,0.25,,0.4,0.45,0.16,0.65,0.1,0.42,0.5,0.26,0.5,0.65,0.85,0.5,0.65,0.8,0.65,0.65,0.6,0.75,0.7,0.45,0.1,0.8,0.7,0.7,0.55,0.8,0.8,0.7,0.85,0.79,0.6,0.9,0.8,0.85,0.8,0.8,0.85,0.85,0.9,0.75,0.95,0.95,0.95,0.95,1.0,0.9,0.8,0.9,1.0,0.9,1.0,1.0,0.99,1.0
3635.0,pretrained,TinyLlama/TinyLlama_v1.1,4.72,0.2,0.3,0.01,0.25,0.37,0.1,bfloat16,1.1B,apache-2.0,0.25 kg,83.0,3月9日,6月12日,0.0,TinyLlama/TinyLlama_v1.1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735.0,fine-tuned,TinyLlama/TinyLlama-1.1B-Chat-v0.1,3.86,0.15,0.31,0,0.23,0.36,0.11,float16,1.1B,apache-2.0,0.09 kg,54.0,9月16日,12月2日,0.0,TinyLlama/TinyLlama-1.1B-Chat-v0.1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701.0,chat,TinyLlama/TinyLlama-1.1B-Chat-v0.5,4.08,0.16,0.31,0,0.25,0.37,0.11,bfloat16,1.1B,apache-2.0,0.09 kg,8.0,11月20日,10月23日,0.0,TinyLlama/TinyLlama-1.1B-Chat-v0.5,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699.0,chat,TinyLlama/TinyLlama-1.1B-Chat-v0.6,4.09,0.16,0.31,0,0.26,0.34,0.11,bfloat16,1.1B,apache-2.0,0.43 kg,94.0,11月20日,10月23日,0.0,TinyLlama/TinyLlama-1.1B-Chat-v0.6,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808.0,fine-tuned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,2.72,0.06,0.31,0.01,0.25,0.35,0.11,float16,1.1B,apache-2.0,0.27 kg,1136.0,12月30日,8月4日,0.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575.0,pretrained,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,5.17,0.23,0.31,0.01,0.25,0.34,0.11,bfloat16,1.1B,apache-2.0,0.17 kg,168.0,12月28日,11月27日,0.0,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397.0,fine-tuned,togethercomputer/GPT-JT-6B-v1,6.83,0.21,0.33,0.01,0.26,0.37,0.16,float16,6B,apache-2.0,37.96 kg,300.0,11月24日,6月12日,0.0,togethercomputer/GPT-JT-6B-v1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603.0,fine-tuned,togethercomputer/GPT-NeoXT-Chat-Base-20B,4.96,0.18,0.33,0.01,0.25,0.35,0.11,float16,20B,apache-2.0,2.98 kg,696.0,3月3日,6月12日,0.0,togethercomputer/GPT-NeoXT-Chat-Base-20B,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417.0,fine-tuned,togethercomputer/LLaMA-2-7B-32K,6.74,0.19,0.34,0.01,0.25,0.38,0.18,float16,7B,llama2,0.58 kg,538.0,7月26日,6月12日,0.0,togethercomputer/LLaMA-2-7B-32K,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207.0,fine-tuned,togethercomputer/Llama-2-7B-32K-Instruct,8.21,0.21,0.34,0.01,0.25,0.41,0.18,float16,7B,llama2,0.59 kg,159.0,8月8日,6月12日,0.0,togethercomputer/Llama-2-7B-32K-Instruct,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540.0,pretrained,togethercomputer/RedPajama-INCITE-7B-Base,5.49,0.21,0.32,0.01,0.26,0.36,0.12,float16,7B,apache-2.0,1.22 kg,93.0,5月4日,6月12日,0.0,togethercomputer/RedPajama-INCITE-7B-Base,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717.0,fine-tuned,togethercomputer/RedPajama-INCITE-7B-Chat,3.96,0.16,0.32,0,0.25,0.34,0.11,float16,7B,apache-2.0,1.22 kg,92.0,5月4日,6月13日,0.0,togethercomputer/RedPajama-INCITE-7B-Chat,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460.0,fine-tuned,togethercomputer/RedPajama-INCITE-7B-Instruct,6.36,0.21,0.34,0.02,0.25,0.37,0.13,float16,7B,apache-2.0,1.18 kg,103.0,5月5日,6月12日,0.0,togethercomputer/RedPajama-INCITE-7B-Instruct,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549.0,pretrained,togethercomputer/RedPajama-INCITE-Base-3B-v1,5.45,0.23,0.31,0.01,0.24,0.37,0.11,float16,3B,apache-2.0,0.78 kg,90.0,5月4日,6月12日,0.0,togethercomputer/RedPajama-INCITE-Base-3B-v1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631.0,fine-tuned,togethercomputer/RedPajama-INCITE-Chat-3B-v1,4.75,0.17,0.32,0,0.24,0.37,0.11,float16,3B,apache-2.0,0.77 kg,152.0,5月5日,6月13日,0.0,togethercomputer/RedPajama-INCITE-Chat-3B-v1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521.0,fine-tuned,togethercomputer/RedPajama-INCITE-Instruct-3B-v1,5.68,0.21,0.31,0.01,0.25,0.39,0.11,float16,3B,apache-2.0,0.76 kg,93.0,5月5日,6月12日,0.0,togethercomputer/RedPajama-INCITE-Instruct-3B-v1,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248.0,chat,upstage/SOLAR-10.7B-Instruct-v1.0,19.63,0.47,0.52,0,0.31,0.39,0.31,float16,10.732B,cc-by-nc-4.0,0.78 kg,619.0,12月12日,6月12日,1.0,upstage/SOLAR-10.7B-Instruct-v1.0 (Merge),Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613.0,pretrained,upstage/SOLAR-10.7B-v1.0,4.92,0.17,0.3,0.02,0.26,0.37,0.12,float16,10.732B,apache-2.0,1.52 kg,298.0,12月12日,6月12日,0.0,upstage/SOLAR-10.7B-v1.0,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,chat,upstage/solar-pro-preview-instruct,39.9,0.84,0.68,0.22,0.37,0.44,0.53,bfloat16,22.14B,mit,1.74 kg,445.0,9月9日,9月11日,0.0,upstage/solar-pro-preview-instruct,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655.0,fine-tuned,WizardLMTeam/WizardLM-13B-V1.0,4.55,0.19,0.29,0,0.26,0.35,0.12,bfloat16,13B,-,70.98 kg,73.0,5月13日,6月13日,0.0,WizardLMTeam/WizardLM-13B-V1.0,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727.0,fine-tuned,WizardLMTeam/WizardLM-13B-V1.2,15.16,0.34,0.45,0.02,0.26,0.44,0.25,float16,13B,llama2,3.52 kg,226.0,7月25日,6月12日,0.0,WizardLMTeam/WizardLM-13B-V1.2,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751.0,fine-tuned,WizardLMTeam/WizardLM-70B-V1.0,22.36,0.5,0.56,0.04,0.27,0.44,0.34,float16,70B,llama2,29.10 kg,235.0,8月9日,6月12日,0.0,WizardLMTeam/WizardLM-70B-V1.0,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OpenAI o1,,,,0.9640000000000001,0.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Claude 3.5 Sonnet,,,,0.7829999999999999,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPT-4o,,,,0.7659999999999999,0.536,,,,,,,,,,,,,,,,,0.88,0.85,1.0,,1.0,0.45,0.5,0.6,0.95,0.75,0.7,0.79,0.5,0.75,0.95,0.86,0.95,0.78,0.95,0.85,0.95,0.75,1.0,0.95,0.95,0.85,1.0,0.78,1.0,0.75,0.91,0.8,0.75,0.88,0.95,0.8,0.8,0.9,1.0,1.0,0.95,0.95,1.0,1.0,1.0,0.9,1.0,0.95,1.0,0.9,0.95,1.0,1.0,1.0,0.95,1.0,1.0,1.0
,,OpenAI o1-mini,,,,0.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPT-Turbo,,,,0.726,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
